identifier,idProduit,itemId,produitEan13,pviIncrement,capacite,qteMaxPanier,marque,libelle,conditionnement,prix,unitPrice,prixKg,prixBarre,vignetteCollector,pictogrammes,poidsMinimum,poidsNet,poidsUnite,volume,isTrad,isPresentAlcoholProduct,avantages,origine,categorie,nbPiece,typeProduit_code,typeProduit_value,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_idCategorie,pictogrammes_idPicto,pictogrammes_image,pictogrammes_infoBulle,pictogrammes_libelleCategorie,avantages_dateFin,avantages_categorie,images_0,page,nro_paginas,images_1,images_2
1120,5601066301718,1120,5601066301718,1,500.0,99,Nacional,Massa de espirais,Embalagem de 500g,0.93,1.86,1.86,0.0,0,[],500,500,0,0,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/53CA28E35AF8AD40FCE8516799A2B51B.jpg,1,11,,
1128,5601068902647,1128,5601068902647,1,55.0,99,Margão,"Alho em pó, frasco",Embalagem de 55g,2.59,47.09,47.09,0.0,0,[],55,55,0,0,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/76296439DB3BB5AA7AD903B7D97A9CC8.jpg,1,11,,
1195,5601119230224,1195,5601119230224,1,650.0,99,Nobre,Salsichas extra suculentas,Frasco de 650 g,2.09,3.22,3.22,0.0,0,[],650,650,0,0,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8D9323C0AA785F7D26E063775F0C6C13.jpg,1,11,,
1211,5601119945876,1211,5601119945876,1,250.0,99,Nobre,"Salsichas wiennerwurt em frasco, 6 un",Embalagem de 250g,2.39,9.56,9.56,0.0,0,[],250,250,0,0,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6D47BEF0FECAD24149F14A228B4BDCD0.jpg,1,11,,
1224,5601146000104,1224,5601146000104,1,1000.0,99,Sagres,Cerveja com álcool,Garrafa de 1 l,1.74,1.74,1.74,0.0,0,[],0,0,0,1000,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUV,Pièce avec volume,L,€/L,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/61199517C4A36CE8AA54F4F59C81BAB3.jpg,1,11,,
1271,5601151043455,1271,5601151043455,1,1000.0,99,Compal,Néctar vital equilibrio laranja/cenoura/manga,Embalagem de 1 l,1.35,1.35,1.35,0.0,0,[],0,0,0,1000,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUV,Pièce avec volume,L,€/L,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3AF115231F2C0FD57C62006464E6A0F7.jpg,1,11,,
1273,5601151060759,1273,5601151060759,1,410.0,99,Compal,Feijão branco,Lata de 410 ml,1.09,2.66,2.66,0.0,0,[],0,0,0,410,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUV,Pièce avec volume,L,€/L,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3E2AA120F60445DEF4C4302D800E6B17.jpg,1,11,,
1274,5601151070758,1274,5601151070758,1,410.0,99,Compal,Feijão manteiga,Lata de 410 ml,1.09,2.66,2.66,0.0,0,[],0,0,0,410,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUV,Pièce avec volume,L,€/L,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F0994D6790474BD2BB5E91E2063CEE44.jpg,1,11,,
1276,5601151117101,1276,5601151117101,1,1000.0,99,Compal,Néctar vital equilibrio frutos vermelhos,Embalagem de 1 l,1.35,1.35,1.35,0.0,0,[],0,0,0,1000,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUV,Pièce avec volume,L,€/L,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F0950B13CAACDCB597B5CA331A1F58B4.jpg,1,11,,
1278,5601151123249,1278,5601151123249,1,1000.0,99,Bongo,Néctar de laranja,Garrafa de 1 l,1.19,1.19,1.19,0.0,0,[],0,0,0,1000,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUV,Pièce avec volume,L,€/L,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/ECF3B33743BE09484EEE984BEF29004D.jpg,1,11,,
1279,5601151123362,1279,5601151123362,1,1000.0,99,Bongo,Néctar de 8 frutos,Garrafa de 1 l,1.19,1.19,1.19,0.0,0,[],0,0,0,1000,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUV,Pièce avec volume,L,€/L,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A385521CD93D23B64326FFF286275FD6.jpg,1,11,,
1281,5601151136140,1281,5601151136140,1,1000.0,99,Compal,Nectar vital equilibrio ananás/coco,Embalagem de 1 l,1.19,1.19,1.19,0.0,0,[],0,0,0,1000,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUV,Pièce avec volume,L,€/L,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2353850FA900673F4C3B08C535F9375F.jpg,1,11,,
1285,5601151160060,1285,5601151160060,1,410.0,99,Compal,Ervilhas,Lata com 410 ml,1.09,2.66,2.66,0.0,0,[],0,0,0,410,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUV,Pièce avec volume,L,€/L,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DF6554E20C53A2A8ED5E7D70B3F45F64.jpg,1,11,,
1287,5601151260753,1287,5601151260753,1,410.0,99,Compal,Grão de bico,Lata de 410 ml,1.09,2.66,2.66,0.0,0,[],0,0,0,410,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUV,Pièce avec volume,L,€/L,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/64A11988E77915EAC2B803C89620197A.jpg,1,11,,
1292,5601151354452,1292,5601151354452,1,1000.0,99,Compal,"Néctar vital equilibrio manga e laranja, 1 l",,1.19,1.19,1.19,0.0,0,[],0,0,0,1000,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUV,Pièce avec volume,L,€/L,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/30D2BA582C7246DE27BB90D053759BF5.jpg,1,11,,
1300,5601151653456,1300,5601151653456,1,1000.0,99,Compal,Néctar vital equilibrio laranja/maracujá,Embalagem de 1 l,1.19,1.19,1.19,0.0,0,[],0,0,0,1000,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUV,Pièce avec volume,L,€/L,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B72DA0E00E4401E56F758040EA223821.jpg,1,11,,
1301,5601151660751,1301,5601151660751,1,410.0,99,Compal,Feijão encarnado,Lata de 410ml,1.09,2.66,2.66,0.0,0,[],0,0,0,410,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUV,Pièce avec volume,L,€/L,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DCE7303C6541213F906341A870E69C47.jpg,1,11,,
1304,5601151860755,1304,5601151860755,1,410.0,99,Compal,Feijão frade,Lata de 410 ml,1.09,2.66,2.66,0.0,0,[],0,0,0,410,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUV,Pièce avec volume,L,€/L,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/066688CD8BF0590497712193ADD4FE5F.jpg,1,11,,
1315,5601151983508,1315,5601151983508,1,1250.0,99,Seven-up,Refrigerante com Gás Lima Limão,"Garrafa de 1,25 l",1.19,0.95,0.95,0.0,0,"[{'idPicto': 3682, 'idCategorie': 52, 'libelleCategorie': 'Cabaz Compromisso', 'image': 'https://driveimg1.intermarche.com/pt/Ressources/images/publication/8175.png', 'infoBulle': ''}]",0,0,0,1250,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUV,Pièce avec volume,L,€/L,,52.0,3682.0,https://driveimg1.intermarche.com/pt/Ressources/images/publication/8175.png,,Cabaz Compromisso,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D7ADD067C52BBE29F907539EA3813D05.jpg,1,11,,
1347,5601170167743,1347,5601170167743,1,180.0,99,Vatel,Flôr de sal,Embalagem de 180g,1.59,8.83,8.83,0.0,0,[],180,180,0,0,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AF7623683F1368091D8FED517B6D218E.jpg,1,11,,
1439,5601260127107,1439,5601260127107,1,1000.0,99,Cigala,Arroz vaporizado,Embalagem de 1 kg,1.38,1.38,1.38,0.0,0,[],1000,1000,0,0,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0DD33F088D804C413066136DC8BB8986.jpg,1,11,,
1484,5601326000122,1484,5601326000122,1,1000.0,99,Pato real,Arroz carolino malandrinho,Embalagem de 1 kg,1.69,1.69,1.69,0.0,0,[],1000,1000,0,0,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/894170BBEE1DCE01EC4648E1F8CDBAFD.jpg,1,11,,
1505,5601383014506,1505,5601383014506,1,120.0,99,Izidoro,Salsichas Frankfurt em lata,Embalagem de 120g,1.07,8.92,8.92,0.0,0,[],120,120,0,0,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8577674F64B16918632AA37BE8A01B7E.jpg,1,11,,
1506,5601383014513,1506,5601383014513,1,200.0,99,Izidoro,8 salsichas frankfurt,Embalagem de 200g,1.29,6.45,6.45,0.0,0,[],200,200,0,0,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4F422CE7940A68A49F23AC8BC8304DBE.jpg,1,11,,
1507,5601383014537,1507,5601383014537,1,250.0,99,Izidoro,Salsichas Frankfurt em lata,Embalagem de 250g,1.69,6.76,6.76,0.0,0,[],250,250,0,0,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2F007D77C245888A3F3F0F69D08EF71D.jpg,1,11,,
2157,5604260327119,2157,5604260327119,1,1500.0,99,PorSi,Ice tea de limão tetra,"Embalagem de 1,5 l",1.09,0.73,0.73,0.0,0,[],0,0,0,1500,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUV,Pièce avec volume,L,€/L,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FB3C7451B059F748F7FDA005F2AE0FB6.jpg,1,11,,
2158,5604260327102,2158,5604260327102,1,1500.0,99,PorSi,Ice tea pessego,"Embalagem de 1,5 l",1.09,0.73,0.73,0.0,0,[],0,0,0,1500,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUV,Pièce avec volume,L,€/L,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7F0DDCB4586298B5CE4F32BBE4D4C7DD.jpg,1,11,,
2180,5604260263882,2180,5604260263882,1,90.0,99,PorSi,Sardinhas pequenas em óleo,Embalagem de 90g,0.89,9.89,9.89,0.0,0,[],90,90,0,0,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AF1BA77A47295B301CC77FFB7485DD83.jpg,1,11,,
2181,5604260263899,2181,5604260263899,1,90.0,99,PorSi,Sardinhas pequenas em tomate,Embalagem de 90 g,0.89,9.89,9.89,0.0,0,[],90,90,0,0,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C30DFFD86C7DBC27B261B67228162D99.jpg,1,11,,
2182,5604260263905,2182,5604260263905,1,90.0,99,PorSi,Sardinhas pequenas em óleo picante,Embalagem de 90 g,0.89,9.89,9.89,0.0,0,[],90,90,0,0,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B6C039B9B68F00D47880B4B2CECD77E2.jpg,1,11,,
2183,5604260263912,2183,5604260263912,1,90.0,99,PorSi,Sardinhas pequenas em tomate picante,Embalagem de 90 g,0.89,9.89,9.89,0.0,0,[],90,90,0,0,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C546021D38757C2FCBFA3F8B9D0028EB.jpg,1,11,,
2255,5604260267903,2255,5604260267903,1,500.0,99,PorSi,Massa fettuccine,Embalagem de 500g,1.15,2.3,2.3,0.0,0,[],500,500,0,0,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6B0484FCFA2972A14EFF03D4A586DC5B.jpg,1,11,,
2358,5605173300015,2358,5605173300015,1,60.0,99,Fruut,Snack de maçã vermelha doce,Embalagem de 60 g,1.49,24.83,24.83,0.0,0,[],60,60,0,0,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DC04CEEA6FE8355C82A796470123097E.jpg,1,11,,
2359,5605173300039,2359,5605173300039,1,60.0,99,Fruut,Snack maçã verde intenso,Embalagem de 60 g,1.49,24.83,24.83,0.0,0,[],60,60,0,0,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D4A1B135F9F20E993FDBC5C01806A835.jpg,1,11,,
2403,5608543000072,2403,5608543000072,1,20.0,99,Tetley,"Chá de mel, limão e ginseng",Embalagem de 20g,0.96,48.0,48.0,0.0,0,[],20,20,0,0,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DB68353C4D0E30C880FEA97D075943EF.jpg,1,11,,
2405,5608543000096,2405,5608543000096,1,15.0,99,Tetley,Chá preto,Embalagem de 20g,0.74,49.33,49.33,0.0,0,[],15,15,0,0,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B40D664132094CEE9391DB8865EC11A2.jpg,1,11,,
2406,5608543000102,2406,5608543000102,1,30.0,99,Tetley,Chá preto,Embalagem de 30g,1.29,43.0,43.0,0.0,0,[],30,30,0,0,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B2CA31FF335EAFD397F63994E5AF9EBC.jpg,1,11,,
2407,5608543000133,2407,5608543000133,1,18.0,99,Tetley,Chá verde,Embalagem de 20g,0.96,53.33,53.33,0.0,0,[],18,18,0,0,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8E02DD9BA1324B098CBEC62350029218.jpg,1,11,,
2409,5608543000157,2409,5608543000157,1,10.0,99,Tetley,Infusão de camomila,Embalagem de 10g,0.89,89.0,89.0,0.0,0,[],10,10,0,0,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C995769A7E3ACBF1E8869F2AEDA95DF9.jpg,1,11,,
2411,5608543000171,2411,5608543000171,1,10.0,99,Tetley,Infusão de tília,Embalagem de 10g,0.89,89.0,89.0,0.0,0,[],10,10,0,0,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9134BB2B5DD011DC82336B723C7688FB.jpg,1,11,,
2412,5608543000188,2412,5608543000188,1,10.0,99,Tetley,Infusão de lúcia lima,Embalagem de 10g,0.89,89.0,89.0,0.0,0,[],10,10,0,0,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/97861FD053982D10D1A19EBF7D3A0A0F.jpg,1,11,,
2413,5608543000201,2413,5608543000201,1,10.0,99,Tetley,Infusão de cidreira,Embalagem de 10g,0.89,89.0,89.0,0.0,0,[],10,10,0,0,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B509E21C38FEEA977A773FECDA02428B.jpg,1,11,,
2516,7613033772627,2516,7613033772627,1,3000.0,99,Friskies,Ração para cão adulto vitafit light com frango,Embalagem de 3 kg,9.74,3.25,3.25,0.0,0,[],3000,3000,0,0,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9EE43B0F82E9233FE77D7BCFB604829F.jpg,1,11,,
2520,7613033822827,2520,7613033822827,1,250.0,99,Nestum,Nestum flocos de cereais integrais,Embalagem de 250g,2.16,8.64,8.64,0.0,0,[],250,250,0,0,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C34EF83D0967AA6ED013672F2285D0CB.jpg,1,11,,
2551,7622200007332,2551,7622200007332,1,100.0,99,Milka,Tablete chocolate de iogurte morango,Embalagem de 100g,1.39,13.9,13.9,0.0,0,[],100,100,0,0,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/47259089D2915C67983E5DDFE4FCEE7C.jpg,1,11,,
2579,7622210269249,2579,7622210269249,1,100.0,99,Milka,Tablete chocolate chips ahoy,Embalagem de 100g,1.39,13.9,13.9,0.0,0,[],100,100,0,0,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7AA51762453AD8821D2108F513AC26CB.jpg,1,11,,
2580,7622300033781,2580,7622300033781,1,100.0,99,Milka,Tablete chocolate creme de cacau,Embalagem de 100g,1.39,13.9,13.9,0.0,0,[],100,100,0,0,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/404A712A5EA2681CBDBD2F922EFC84BB.jpg,1,11,,
2581,7622300086404,2581,7622300086404,1,100.0,99,Milka,Tablete de chocolate com creme de caramelo,Embalagem de 100g,1.39,13.9,13.9,0.0,0,[],100,100,0,0,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F8D5162A9CD2BB6CC870C7C585B6D422.jpg,1,11,,
2603,7622300631574,2603,7622300631574,1,100.0,99,Milka,Tablete de chocolate,Embalagem de 100g,1.39,13.9,13.9,0.0,0,[],100,100,0,0,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/02BB17BD1727FA5D1A551CABF31FFDD9.jpg,1,11,,
2749,8410063046532,2749,8410063046532,1,350.0,99,Pescanova,Miolo de camarão 80/100,Embalagem de 350g,6.99,19.97,19.97,0.0,0,"[{'idPicto': 69, 'idCategorie': 28, 'libelleCategorie': 'Tipo de stockagem', 'image': 'https://driveimg1.intermarche.com/pt/Ressources/images/publication/8136.png', 'infoBulle': ''}]",350,350,0,0,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,,28.0,69.0,https://driveimg1.intermarche.com/pt/Ressources/images/publication/8136.png,,Tipo de stockagem,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B1D2AEF816246B4D1E4F3A2363606A04.jpg,1,11,,
