identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,avantages_dateFin,avantages_categorie,nro_paginas,page,images_4,images_5,images_6,pictogrammes_dateFin,pictogrammes_categorie,pictogrammes_valeur,pictogrammes_type,pictogrammes_loyaltyCardRewardType,pictogrammes_dateDebut,pictogrammes_maxDeclenchement,pictogrammes_remise
9302,5603722497285,1500.0,Pleno,"Tisana chá preto ginseg e limão, garrafa de 1,5 l",,1.59,1.06,1500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/408117D5CB1B7AB29021A2154514DE8D.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
9308,5603722501449,130.0,Primor,Manteiga com sal marinho,Embalagem de 130g,1.89,14.54,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CA758C9B9113DE2055E3D0A84CEAE09C.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
951,5601010131217,120.0,Ramirez,"Atum em Óleo, emb. 120 gr",,1.16,9.67,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A9FA65BDF4D5D30164F11C66D8B5677D.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
9737,5604260274192,500.0,PorSi,Detergente Liquido Loiça Espuma Activa 500ml,,3.15,6.3,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/26503A4D96FB79A010E51F594B6C1BCE.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
997,5601038009031,80.0,Knorr,"Caldo de marisco 8 cubos, embalagem de 80g",,1.69,21.13,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/535CCF41E2A24821D37048F033EF0F66.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
11523,5601051410029,250.0,Primor,"Manteiga com sal, 250g",,2.14,8.56,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6515E45A6FB2F6024F4DECB68FB265B3.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
989,5601029004014,120.0,Bom Petisco,"Atum posta em óleo, embalagem de 120g",,1.29,10.75,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0EDE399096BE62933DCF2A734D746C1A.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
36263,5601027973060,480.0,Bimbo,Pão de forma integral,Embalagem de 480 g,1.89,3.94,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D41990E6C0A0B7F82C9AD26E46EBDC0E.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
41300,5601050036596,440.0,Danone,"Iogurte oikos manga papaya, embalagem de 4 x 110g",,1.99,4.52,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/407B76EA9B8AB5CE288E3F687A8DBF84.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
22335,5000116110940,420.0,Capitão Iglo,"15 douradinhos, embalagem de 420g",,4.99,11.88,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3973A8C90F686ECB72E76C3B0A0492D4.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
12723,5604260297030,230.0,PorSi,Massa Quebrada 230g,,0.89,3.87,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/17FAD14347B9FE1A3325BEAD6BF49081.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
20988,5601260593605,67.0,Cigala,"Noodle banzai galinha, embalagem de 70g",,1.09,16.27,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/71C67AA9B3CABECA513D8BECB737982E.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
43215,5603722519802,300.0,Castelões,"Queijo curado fatias sem lactose, 2x150g",,3.49,11.63,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/00AFD4E031A3F72FB642915439BD8EFE.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
5246,5601151540886,600.0,Compal,"Néctar pêra, pack 3 x 200 ml",,1.49,2.48,600,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D6B34834645718035C7DBFF284A80A1D.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
35913,5603722498022,800.0,Mimosa,"Leite bem essencial morango , embalagem de 4 x 200 ml",,1.69,2.11,800,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4B6AB6C5E199D6DAC849805FE4702BB4.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
882,5410041001204,100.0,Tuc,"Bolachas aperitivas, simples, embalagem de 100g",,0.99,9.9,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DB0E5412E4B7AABA821CD2AF0DA3E461.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
11503,5601050019100,600.0,Danone,"Danacol frutos exóticos, embalagem de 6 x 100 g",,2.99,4.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2A16EAD58E7A10ECD338C77C33D25273.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
10509,8435250297955,256.0,Nestlé,"Iogurte mix in smarties baunilha, embalagem de 2 x 128 g",,2.19,8.55,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5355941DC0922592DB9EDB46788FEE19.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
22953,8411660670236,750.0,Sanytol,Desinfetante Multiusos,Embalagem de 750 ml,2.49,3.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1EEAA97664C33C6BEBEA4FA4B7290F03.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
47004,5604260319237,1500.0,PorSi,Iogurte Tipo Grego Natural 12x125g,,4.49,2.99,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6E0AFE6E9DD1C82BA35308A7C2D6B6B4.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
44234,8710522854815,257.0,Calvé,"Mostarda Top Down, emb. 257 gr",,1.68,6.54,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/63AC7BC5BB2C7D5CE58B458BE855CC4A.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
2466,7613032142599,500.0,Cerelac,Farinha láctea 12 meses,Embalagem de 500g,3.74,7.48,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4E708CAF1A60A052407E76B7A92102F7.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
53295,8414100301240,1000.0,Schweppes,"Água Tónica Zero, emb. 1 lt",,1.65,1.65,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/25F21BC2F18171F01E270025DBAA2EDD.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AEC285B8796F6030DCD987BA7BB072F4.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AEC285B8796F6030DCD987BA7BB072F4.jpg,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
10943,3250390679653,250.0,Páturages,Queijo Mascarpone 250g,Embalagem 250G,1.99,7.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7BF95190459CB8AA8642905249F654FA.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
25720,5601151976449,1980.0,Seven Up,"Refrigerante com gás lima limão sem açúcar, pack 6 x 0.33 l",,3.59,1.81,1980,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/11A80084516D6B37EA9F4CA1131F7A90.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
31551,8414100333241,250.0,Schweppes,"Schweppes tónica zero, garrafa de 250 ml",,0.72,2.88,250,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4DBFD7A80C20CF9D74FFDE40B52421E2.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
55018,5601027117303,430.0,Bimbo,"Pão de Forma com Côdea, emb. 430 gr",,1.74,4.05,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8757FB8F05D49E0A715282DD0C0165A7.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4C17DB6C614697DA1B5FB0CE80A911CD.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4C17DB6C614697DA1B5FB0CE80A911CD.jpg,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
14230,5601089080829,113.0,Royal,"Fermento em pó, lata 110g",,1.59,14.07,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/24CF6B830E9333635B517F9E014F6916.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
14458,7613034678607,90.0,Nestlé,"Fruta para bebé banana maçã +4 meses, embalagem de 90g",,0.65,7.22,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0F3547F16577E97D821E3E9FDD9F17B9.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
17269,4084500617421,820.0,Fairy,"Detergente Líquido Lavar Loiça Original, 820 ml",,4.1,5.0,820,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AAC34482F7A307A6F6D7CF7355F8BFDC.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
33021,5601260048105,1000.0,Saludães,"Arroz basmati, embalagem de 1 kg",,2.49,2.49,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/69B2912DAB5813399DDCD1424E089110.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
6460,8410436216777,53.0,Sonasol,Bloco Sanitário Poder Activo Floral,Embalagem de 50 g,1.98,37.36,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/428A90D17C72E1CEA455915A18AE3510.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
12473,8435257040806,640.0,Nestlé,"Iogurte líquido yoggi frutos silvestres, embalagem de 4 x 160g",,1.99,3.11,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1A6FDE6F07580C3EEB920E85AC21C04F.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
25262,5000116112166,208.0,Capitão Iglo,"10 nuggets de frango, embalagem de 210g",,2.99,14.38,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CF1467DF1CD91C352F5C2C303E0557A7.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
26177,5603722514470,1000.0,Matinal,"Leite seleccionado leve, de 1l",,1.1,1.1,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3414EC19C8611CE7E0D99781254117D1.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
44809,7613035593756,1000.0,Nesquik,"Achocolatado em saco, embalagem de 1 kg",,5.69,5.69,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B72BED7B45B21CF0D0F77A499251A582.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
4867,5410041472509,100.0,Tuc,Bolachas cream & onion,Embalagem de 100g,0.99,9.9,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C2295774E4587CC2EFD25EAE1F8DEF19.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
13529,2893521000000,1000.0,Peixaria,Pescada do Chile Congelada Nº3,1 un= 1 kg (aprox.),9.99,9.99,0,,€/Kg,,Avantages !,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/40D57D35BBDBDF72027C959F41A6E90C.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
20100,5601010131279,120.0,Ramirez,"Atum ao Natural, emb. 120 gr",,1.19,9.92,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D6D7337A327D39309C10A263E366779D.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
37510,7613036841498,90.0,Nestlé,"Pacote maçã e pêssego, embalagem de 90g",,0.65,7.22,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E9135C730A89C3C259880AD7C684D6EF.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
47934,5604260319565,96.0,PorSi,Cápsulas Café Splendido Cdgx16,,3.85,40.1,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/55CCF612142A42C8831C49805F97F920.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
52601,5601217137944,1710.0,Quanto,"Amaciador roupa concentrado rubi e jasmim, 95 doses",,3.99,2.33,1710,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F98E5B67EBAD53610C2B7527547160F8.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
55020,8414100380320,1000.0,Schweppes,"Água Tónica Pink Zero, 1L",,1.65,1.65,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9F64E8CCCCADC48ABA4E2110848C4A2E.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
10823,2895063000000,250.0,Castelões,Queijo Curado kg,1 un = 250 gr  (aprox.),2.62,10.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/75B6363D9B6BD363EA11623977BF1CB2.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
22164,5601260254056,500.0,Saludães,"Arroz doce especial, embalagem de 500g",,0.83,1.66,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C73C7DA612DE17339FC2172D24F6B83B.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
44313,5449000296238,1500.0,Fanta,"Refrigerante com Gás Guaraná sem Açúcar, emb. 1,5 lt",,0.99,0.66,1500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FB0C8116B1E2A9A481C6DFCAB4B2197E.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
10859,3023290400395,230.0,Nestlé,"Iogurte mix in kit kat, embalagem de 2 x 115g",,2.19,9.52,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/46A338E8D7EAC63B8EF63808F7DF5998.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
13567,2893562000000,250.0,Marisco,Ameijoa Castanha Vietnamita Congelada,vendido ao peso a partir de 250 g,0.87,3.49,0,,€/Kg,,Avantages !,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/33CC3279E2741F227440A7AFDC3AEEF9.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
29374,5601146530304,500.0,Bandida do Pomar,"Sidra com Álcool Maçã, emb. 50 cl",,1.19,2.38,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BCB2E29A160CFF6D3AE7FEB90426D1E6.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
40578,5604260299997,1000.0,PorSi,"Camarão cozido 50/70, 1 kg",,9.99,9.99,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F77F2719F75EC4D041ACF0F09BF45879.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
47788,5604260325740,330.0,PorSi,6 Salsichas Frescas Chipolatas com Ervas 330 G,,4.59,13.91,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5F51FE6C2AF9B50236E3907CACEE0AB3.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
1009,5601038300077,80.0,Knorr,"Caldo de galinha 8 cubos, embalagem de 80g",,1.69,21.13,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CFDBB6C1885F48FB7941F504CD886192.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
2140,5604260255641,125.0,PorSi,Cacau Magro em Pó,Embalagem de 125 g,1.59,12.72,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A0ABF654B8CF1D798FF0E2A65A252360.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
23762,5600202948305,750.0,Valleperro,Vinho doc douro reserva tinto,Garrafa de 0.75 l,4.49,5.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4FD1538B4F408ABED94BD4577064FA6C.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
24412,8410436297660,1300.0,Sonasol,"Lava tudo aloe vera e flores brancas, 1,3l",,2.24,1.72,1300,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1CF7718543DB6BCDD620E4F3293279BF.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
35849,5601050035353,440.0,Danone,"Iogurte oikos cheesecake de mirtilo, embalagem de 4 x 110g",,1.99,4.52,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4A1EC89AAD14F77718D5CC67F571432A.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
40593,5603722519406,480.0,Mimosa,"Iogurte fruta batida morango, 4 x 120 g",,1.69,3.52,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/41C5135F0F8227064BFED500C982147E.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
44634,8711327485082,330.0,Magnum,"Gelados mini double gold caramel billionaire, embalagem de 6x55 ml",,4.49,13.61,330,L,€/L,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/42AC7934AA428100845DBDC81A00E314.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
54805,5603722521256,604.0,Mimosa,"Iogurte magro liquido morango e kiwi, 4 x 151ml",,1.54,2.55,604,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A3858514DE6D6159040FFCC958098D81.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
55264,8445291133273,200.0,Buondi,"Café Moído Torrado Moagem Universal Original Int 9, 200g",,3.99,19.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/12B7362029AD0E17CC16AA453025E6E9.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
19608,7613035376861,90.0,Nestlé,Fruta para bebé maçã cenoura manga +6 meses,Embalagem de 90g,0.65,7.22,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E13C913249530CE7ED9D191950EA3924.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
2780,8410199002303,96.0,Cheetos,"Aperitivos palitos, embalagem de 100g",,1.49,15.52,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/35C90C106FCD999188F46A491D275892.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
38970,5603722518805,,Castelões,"Queijo curado -30% gordura, 500 g",,6.29,6.29,1,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/72A7031F9A56666D6A179BF7A6411A71.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
48922,8006540417072,300.0,Pantene,Máscara Caracóis Perfeitos,300 ml,4.94,16.47,300,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/025366923064A3F3F548E755A8D57055.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
51182,5601217137272,720.0,Quanto,"Perfumador de roupa rosa, 36 doses",,3.99,5.54,720,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/49C27F970394771F7D0DE5ACF0C1EA92.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
52856,5411188137993,400.0,Alpro,"Yofu mirtilo, 400g",,2.19,5.48,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/485F657BAFD51912DFB54A5C99A1A224.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/11533D920C6F50B230FF02F2A50E7E1F.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/11533D920C6F50B230FF02F2A50E7E1F.jpg,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
55040,5411188140184,400.0,Alpro,"Yofu Soja Pêssego, 400g",,2.19,5.48,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/195F8AC7C58210AC0282C72258CD37FB.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
10512,8435250439577,232.0,Nestlé,"Iogurte mix in nesquik, embalagem de 2 x 115g",,2.19,9.44,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6C2207480393D760FBF1824B2B4CD877.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
10849,2895261000000,250.0,Dom Pedro,Queijo meio gordo,Vendido ao peso a partir de 250 gr,2.5,9.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2E32C351CB5E4755DE882B4BFEA56EE3.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
12379,8410285015354,250.0,Président,"Chantilly , embalagem de 250 g",,2.69,10.76,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E0C73A85F9CF705E2D07E158861B3F39.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
13585,2893580000000,250.0,Marisco,Gambão Congelado 20/30,Vendido a partir de 250 (aprox.),2.25,8.99,0,,€/Kg,,Avantages !,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8045A02528560B0A77B8815B2FADD1B4.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
17114,5000116110148,320.0,Capitão Iglo,"4 hamburguers vaca sem glúten, embalagem de 320g",,4.49,14.03,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F31F98EC751272F860D1F790EE53DF35.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
18024,2696283000000,250.0,Pastelaria,"Baguete Constance Cereais, 250 g",,1.09,4.36,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CA22C31024FFE026D063A83A78526055.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
36806,8001090639011,300.0,Pantene,Champô 3 em 1 anti-caspa,Embalagem de 300 ml,4.94,16.47,300,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/63F1C2B8DA28084708D48EB2853A6BE4.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
45208,5604260312054,500.0,PorSi,Couscous 5 X 100g,,1.25,2.5,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EFAE0B5C3A6800C28E30F3B736F4E7AF.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
52887,5603722523137,200.0,Mimosa,"Natas para massas, 200 ml",,1.04,5.2,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/836A8DFC9F960FD6B745222B729AE7FC.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F3EDAE46E372CBB78EE7DEA3A9DB3BD9.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F3EDAE46E372CBB78EE7DEA3A9DB3BD9.jpg,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
54362,8410104914127,,Finish,"Detergente loiça máquina ultimate limão, 32 pastilhas",,8.99,8.99,32,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1D3A215F5E688CA6FF7E7D1EDBD7C601.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
55232,5601027118492,550.0,Oroweat,"Pão de Forma 12 Cereais e Sementes com Côdea, emb. 550 g",,2.19,3.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E85FDF3454076CD499E7AD0D1B953060.jpg,,,,2025-12-03T23:59:59Z,PROSPECTUS,14,5,,,,,,,,,,,
