identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,images_0,images_1,images_2,pictogrammes_libelleCategorie,avantages_dateFin,avantages_categorie,nro_paginas,page,pictogrammes_0,images_3,images_4,images_5
12972,2892040000000,1000.0,Fruta,Banana,1 un = 200 gr (aprox.),1.09,1.09,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C368220872795E9863F1F37C2230CCEA.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
12978,2892462000000,400.0,Legumes,Alface Frisada,1 un= 400 g (aprox.),0.4,0.99,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/14C8DBD7827DB992F77D5C5056950123.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
15161,5604260274246,1000.0,PorSi,Cenouras Programa Origens,Embalagem de 1 kg,1.09,1.09,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2C5D90EF430B0C18141C519CD5070475.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
13866,2891048000000,1000.0,Porco,Bifanas,Vendido ao peso a partir de 1 kg,3.99,3.99,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C9E276B082B119EFEDC2A2B0E1BC737E.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
40464,5604260300815,120.0,PorSi,Atum posta em óleo vegetal,Embalagem de 120g,0.93,7.75,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/173B9FE9B4C2B9F9F15A0D5B1DBEDB60.jpg,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
7126,2895005000000,100.0,PorSi,Queijo flamengo barra,"Vendido ao peso, fatiado a partir de 100 gr",0.7,6.99,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/16C1EB46F4F37242994168D0C6EEE2EA.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/429C8DD5EB6268845AF5C452EB2A1C3C.jpg,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
13865,2891042000000,1000.0,Porco,Costeletas do Cachaço,Vendido ao peso a partir de 1 kg,4.98,4.98,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9CC30521C194F3CF0E71F32C6E004880.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
14223,5604260292721,100.0,PorSi,Tablete chocolate de leite,embalagem de 100 g,1.29,12.9,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E23ABA87C72BA66273585754CBCFF134.jpg,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
13813,2892489000000,250.0,Legumes,Batata Doce,1 un = 250 gr  (aprox.),0.4,1.59,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B0785A3D8A1A6773EB1FB43B119AC4D9.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
2312,5604260271832,355.0,PorSi,Cogumelos laminados 1/2,Embalagem de 355 g,1.19,3.35,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/60708037644026A27C2FB6731A0DAB33.jpg,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
3526,2894034000000,150.0,Nobre,Fiambre da Perna Extra,1 un = 150 gr (aprox.),2.25,14.99,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/557B46964D51EA0529BF496E616F76D8.jpg,,,1000 Artigos,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
41129,5604260303762,200.0,PorSi,8 salsichas aves,Embalagem de 200 g,1.09,5.45,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B0DF7D5316DF865B4DCE8F58163C3E81.jpg,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
9691,5604260270613,500.0,PorSi,Queijo Flamengo Fatias,Embalagem 500G,3.99,7.98,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FFFF236BFADF54D62A4E0EFB7AF0E7B7.jpg,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
1120,5601066301718,500.0,Nacional,Massa de espirais,Embalagem de 500g,0.89,1.78,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/53CA28E35AF8AD40FCE8516799A2B51B.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
13893,2891043000000,1000.0,Porco,Entrecosto,Vendido ao peso a partir de 1 kg,5.99,5.99,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA05EE99D302D59771FCC108473E0700.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
2309,5604260271801,2000.0,PorSi,Refrigerante de cola zero,Garrafa de 2 l,0.79,0.4,2000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F81DE832EC9948EA24FFE06A8CDD7EE9.jpg,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
36728,5604260294343,1000.0,PorSi,Arroz carolino,Embalagem de 1 kg,1.25,1.25,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/10350363E0DE37B1698299EA7835EFEE.jpg,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
43360,5604260310357,1000.0,PorSi Viva Bem,"Iogurte grego natural magro,  1 kg",,2.29,2.29,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8F8A599D4D4FEABD382ECD297241C642.jpg,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
9727,5604260273058,200.0,PorSi,Queijo mozzarella ralado,Embalagem de 200 g,1.57,7.85,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/06A41E6C952C21A7856951F2F972349C.jpg,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
1117,5601066301404,500.0,Nacional,Linguini,Embalagem de 500g,0.94,1.88,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5543DBB1F6781E2C307E0B4DE4206633.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
1293,5601151398104,630.0,Compal,Pack de 3 embalagens de polpa de tomate,Embalagem de 630g,1.49,2.37,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2F7BD591A6A78BA4615EC03A19AC4973.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
13894,2891044000000,1000.0,Porco,Entremeada sem Entrecosto,Vendido ao peso a partir de 1 kg,4.88,4.88,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C03EF63C56AFB4E4EA78E134436BF30C.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
32326,8002205352009,2000.0,Friskies,Ração para gato adulto com salmão e legumes,Embalagem de 2 kg,6.74,3.37,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5A66DCF50E18EB50FA1AC8028C8508C6.jpg,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
40769,5604260301942,300.0,PorSi,Comida húmida para cão,Embalagem de 300 g,0.75,2.5,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D90B7AD78A8FE4F93D83927A0C609BE3.jpg,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
42625,5604260309832,1000.0,PorSi,Farinha de trigo sem fermento t55,Embalagem de 1 kg,0.69,0.69,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EF956CFC77024866F5D3B9C6A4D0EA3B.jpg,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
46715,5604260318759,,PorSi,Papel higiénico branco folha quadrupla,12 rolos,5.03,5.03,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/078F78E1A23E8150050FA2F61B744BD8.jpg,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
5522,5601692071429,1000.0,Bom sucesso,Arroz carolino,Embalagem de 1 kg,1.49,1.49,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DB1736313D8501082E1A679F43901D59.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
6267,8016825926687,75.0,Aquafresh,Pasta dentífrica menta fresca,Embalagem de 75 ml,1.85,24.67,75,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B3DC987DC2831B4B3E07291CAE434D07.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
10094,8435257040776,640.0,Nestlé,"Iogurte líquido yoggi banana,  4 x 160 g",,1.99,3.11,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7A1039A34E2D3851553F65DFE7093FB2.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
1104,5601066200301,1000.0,Nacional,Farinha p/ bolos fina,Embalagem de 1Kg,1.19,1.19,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/965F30777B80FEC78D369BAAC5FF5AF1.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
1114,5601066300780,500.0,Nacional,Massa de macarrão riscado,Embalagem de 500g,0.89,1.78,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4E586B0F43C13026DBE291FFB6AC87A9.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
1274,5601151070758,410.0,Compal,Feijão manteiga,Lata de 410 ml,1.09,2.66,410,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F0994D6790474BD2BB5E91E2063CEE44.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
1305,5601151862155,500.0,Compal,Polpa de tomate em garrafa,Embalagem de 500g,1.24,2.48,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AAB3292CC676B25102611CA57B6FA818.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
1323,5601163020512,9000.0,Luso,Água s/ gás,Pack 6 x 1.5 l,3.48,0.39,9000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/571D03B7CBBBB17BF53B16AF9AF5385C.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
13242,2893227000000,200.0,Peixaria,Robalo de Viveiro,de 200 a 600 g (aprox.),1.16,5.79,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/48561D1FC8B0542874DDBC21F2E9ADCA.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
13892,2891041000000,1000.0,Porco,Costeletas do Lombo,Vendido ao peso a partir de 1 kg,3.99,3.99,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0CEDBCB04142A68CDED3690FB39820D0.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
1414,5601252106639,750.0,Gallo,Azeite virgem delicado,Garrafa de 750 ml,7.49,9.99,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/14892E13E5F7C3707D2EB967992642D1.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
14921,2892534000000,400.0,Legumes,Couve Bróculo,Vendido ao peso,1.2,2.99,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4F48873F332B6ECE759CD88793270811.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
1677,5602711001311,1000.0,Rar,Açúcar granulado embalado em papel,Embalagem de 1 kg,1.59,1.59,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F8294E745C95C50AD875621A802EA691.jpg,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
17402,8412600027233,700.0,Bimbo,Pão forma familiar normal,embalagem de 700 g,1.99,2.84,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DE8CCFFBC376CC9F4596A72F8ABC4CE5.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
18350,8410320148245,80.0,Campofrio,Chouriço fatiado,Embalagem de 80g,1.59,19.88,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C935719A57D5E81DA0BFC4CFFF1CE04A.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
18628,5601028002707,,Renova,Rolo de Cozinha Multi,4 Rolos,1.49,1.49,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EC28E7C70040AEF56E88826756B8374D.jpg,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
2292,5604260270323,500.0,PorSi,Paloco desfiado,Embalagem de 500 g,3.89,7.78,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7B2EC034E43AFCAD1946C70C06A0AD5F.jpg,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
26047,8412600070994,650.0,Bimbo,Pão de forma s/ côdea,Embalagem de 650 g,2.09,3.22,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/998967574B383CCF8D49F03316F06108.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
32342,5603722517334,200.0,Milhafre,Queijo açoriano fatias de textura cremosa,Embalagem de 200g,2.09,10.45,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/ED1DA3BFDC83B30FF20CB1A8441640A4.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
41621,5604260303625,5000.0,PorSi,Areia para gatos 100% natural,Embalagem de 5 kg,1.29,0.26,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D31760E94B21E9196509712F2DC20BF5.jpg,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
41716,5604260303809,90.0,PorSi,Saqueta de puré de fruta | maçã + pêssego + banana + pera,90 g,0.74,8.22,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BA821088BC22D810D2198777A3EC5FCD.jpg,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
419,8718114882536,50.0,Knorr,Sopa de cebola,Embalagem de 50g,1.6,32.0,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/ED2CDBB9018393062912BF3E0AF214D1.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
5273,5601164902343,7920.0,Super Bock,Cerveja c/ álcool,pack 24 x 0.33 l,16.99,2.15,7920,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9036A4A1A895E7D1EC16B298057D65EB.jpg,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
54321,8718951477957,100.0,Colgate,"Pasta De Dentes Tripla Ação, 100ml",,1.95,19.5,100,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6A66738B64F04C4649C8E34FD10D1AE8.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9ADDEB220D16C8DAE54C517CBC09DC55.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9ADDEB220D16C8DAE54C517CBC09DC55.jpg,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
9184,5602348062754,70.0,Damatta,Presunto sabor português fatiado,Embalagem de 70 g,2.29,32.71,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0A14ED361A0023E1AFBFC3FC3C5833B1.jpg,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
927,5601001180903,380.0,Nestlé,Cereais chocapic,Embalagem de 375 g,2.29,6.03,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6DE0110672BED70DCD1FFE94A66DEB48.jpg,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
973,5601024105020,1000.0,Fula,Óleo alimentar,Embalagem 1L,1.99,1.99,1000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/82D3E88293E42CC5B178C569AA9B57E6.jpg,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
10509,8435250297955,256.0,Nestlé,"Iogurte mix-in smarties baunilha,  2 x 128 g",,1.99,7.77,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4FC6F733C531A7A948940F213F0E604D.jpg,,,1000 Artigos,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
11496,5601049213991,200.0,Mimosa,Nata uht,embalagem de 200 ml,0.84,4.2,200,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/887C5343F4688DBB2FEDBF4E6D25399A.jpg,,,1000 Artigos,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
12471,8435257040868,640.0,Nestlé,"Iogurte líquido yoggi morango/banana,  4 x 160 g",,1.99,3.11,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/93A52C02113750956F92B7DD59810765.jpg,,,1000 Artigos,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
1270,5601151023150,500.0,Compal,Polpa de tomate com cebola e alho,Embalagem de 500g,1.39,2.78,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D455823659AE027A7D3A2F64537EA4D9.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
1287,5601151260753,410.0,Compal,Grão de bico,Lata de 410 ml,1.09,2.66,410,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/64A11988E77915EAC2B803C89620197A.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
1301,5601151660751,410.0,Compal,Feijão encarnado,Lata de 410ml,1.09,2.66,410,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DCE7303C6541213F906341A870E69C47.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
13585,2893580000000,250.0,Marisco,Gambão Congelado 20/30,Vendido a partir de 250 (aprox.),2.25,8.99,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4D0BD52A2A6DCE6EE965D391A979212D.jpg,,,Avantages !,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
13821,2892597000000,200.0,Legumes,Tomate Cacho,1 un = 200 gr (aprox.),0.3,1.49,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3B66EF6541266EDFA27BC4541501843F.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
1413,5601252106615,750.0,Gallo,Azeite Subtil,Garrafa de 750 ml,6.99,9.32,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AE7B71F484D168C6B66987F1FFF6801B.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
1472,5601286256782,500.0,Milaneza,Massa de ondas,Embalagem de 500g,1.57,3.14,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EBEC60CF3C8D752CF3C2E06EF4538599.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
14722,8410063045917,800.0,Pescanova,Camarão vannamei 24/40,Embalagem de 800g,9.99,12.49,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/815643BC9E764D97D66191EFE1146B1B.jpg,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
16042,8410022000025,200.0,Donuts,Donuts classic,Embalagem de 200g,2.19,10.95,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9DE87D45842580C95F36B655B1BA5FC5.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
17900,8001480023277,700.0,Neoblanc,"Lixívia Spray Mousse Flor, 700ml",,2.59,3.7,700,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FA98D871A88B2DCD779EA51368257E43.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
20477,8714789876801,650.0,Palmolive,Gel Banho Coco,Embalagem de 650 ml,3.29,5.06,650,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C841EAB15BFBC711E7703D2FB84F7757.jpg,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
21051,8435257034300,640.0,Nestlé,"Iogurte líquido yoggi, sem lactose, morango,  4 x 160 g",,2.19,3.42,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EDE6B117FB886E95B7257B2282F005D2.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
2203,5604260265053,600.0,PorSi,"Postas pescada nº3, para fritar",Embalagem de 600 g,3.99,6.65,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1375E4027818BF14DEC5E06147BC3545.jpg,,,Tipo de stockagem,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
25735,5000116112173,208.0,Capitão Iglo,10 nuggets peito de frango e queijo,Embalagem de 210g,2.99,14.38,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E9A162F74796CC7150848F5AAF7336C9.jpg,,,Tipo de stockagem,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
25808,8426617002510,100.0,Haribo,Gomas ositos de oro,Embalagem de 100g,1.04,10.4,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D25D6900B46F8C2565F09DD42E0CDF4D.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
26471,5603722510946,200.0,Gresso,Leite com Chocolate,Pack 4X200ml,1.65,8.25,200,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0108FCBB6D228E5EC4619AC8345D099C.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
2779,8410180108038,185.0,Artiach,Bolachas infantil dinossauros,Embalagem de 190g,1.69,9.14,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6D63D115534CE580F1302DD713E987C3.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
32158,4015400917328,480.0,Fairy,"Detergente Liquido da Loiça Limão, 480 ml",,2.54,5.29,480,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/06821894A698BA7624B6C2AA9B108A8D.jpg,,,1000 Artigos,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
36732,5604260286454,2000.0,PorSi,Ração seca de carne para gato adulto,Embalagem de 2 kg,3.99,2.0,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9EDD98958C9E50520083DF31D4824073.jpg,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
41298,5601050036541,440.0,Danone,"Iogurte oikos natural,  4 x 110g",,2.49,5.66,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1E39B56DE0869E56503E420B563E33DD.jpg,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
41299,5601050036565,440.0,Danone,"Iogurte oikos maracujá,  4 x 110g",,1.99,4.52,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FCB02F5884DDCB459FDF089F080D1348.jpg,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
41717,5604260303816,90.0,PorSi,Saqueta de puré de fruta | maçã + pera,90 g,0.74,8.22,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BDC9DCB2575995ED71759BEA2C9A3172.jpg,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
41719,5604260303793,90.0,PorSi,Saqueta de puré de fruta | maçã + banana,90 g,0.74,8.22,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/917C5C6898063E49F7861F32B2346FD5.jpg,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
43016,5601164862401,1200.0,Somersby,Sidra de maçã,pack 6 x 0.2 l,4.49,3.74,1200,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/91F03EF4C01D719425FE57CCF7BA256B.jpg,,,1000 Artigos,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
43768,7613287121783,187.0,Smarties,"Smarties mini chocolate, 187g",,3.38,18.07,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7A552A060795A355D30AAAB4BC193B70.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E8FEE980732B87942B93ED2D1ABFFA78.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E8FEE980732B87942B93ED2D1ABFFA78.jpg,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,1,,,,
