identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,avantages_dateFin,avantages_categorie,nro_paginas,page,images_4,images_5,images_6
46606,5604260318384,100.0,PorSi,Queijo azul,100 g,1.75,17.5,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/193B6BA07710373997636A43021AF4C5.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,2,,,
46788,5604260319596,,PorSi,Papel higiénico acolchoado folha tripla,Embalagem de 9 rolos,4.59,4.59,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/57B1963333803CB13989FA0FC627B14F.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,2,,,
46825,5603722518287,720.0,Mimosa,"Iogurte magro aroma multi sabores de morango e kiwi/manga, 6 x 120g",,1.99,2.76,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EBBE1EB3FBC3C9322F0040C9AA4B6B04.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,2,,,
46942,8720181032240,150.0,Axe,"Desodorizante Spray Africa, 150 ml",,3.59,23.93,150,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/32F20BBF1B15684F8F235B9CCA909BFF.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,2,,,
47108,7616100952021,170.0,Nestlé,"Creme de Leite, 170g",,2.14,12.59,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F25DF165524A2CFEB905BC02C7E086BA.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,2,,,
4783,5000396036091,218.0,McVities,"Bolachas fruit & form, frutos de bosques, embalagem de 220g",,1.99,9.13,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5A07660780F6FA75A3C811D949B39846.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,2,,,
4785,5000396036138,218.0,McVities,"Bolachas fruit & forma, maçã e canela, embalagem de 220g",,1.99,9.13,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4769CC9B7DCE0DA17354265C7FF7343C.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,2,,,
47895,0000042182627,50.0,Vaseline,"Vaselina Original, 50ml",50 ml,1.49,29.8,50,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E0EB13990B782E556D3F0DA6E2E82981.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,2,,,
48176,5604260319800,190.0,PorSi,"Queijo curado mistura, 190 g",,2.49,13.11,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/628AFDA16D5E6F83BEF936E1A7F80AB8.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,2,,,
48583,8001665717311,250.0,Rana,"Tortellini de fiambre e queijo, 250g",,2.61,10.44,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/30A5D58EA6D7343DAB7C551FE2B785D7.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1F39E145849E8A47AAEC92A4B028C94D.jpg,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,2,,,
48860,5604260319794,150.0,PorSi Viva Bem,Queijo mozzarella light ralado,Embalagem de 150 g,1.59,10.6,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/35271112CCD07C945317D670793A0A37.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,2,,,
49307,5601151969656,1000.0,Compal,"Sumo 100% fruta multifrutos, 1litro",,1.52,1.52,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/81AB3775D436693BA0618754D9327208.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,3,,,
49725,5010867204928,750.0,Altano,Vinho Branco do Douro,Garrafa de 750 ml,3.79,5.05,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C91C03F9F077EA41B3D75A3393D28939.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,3,,,
4987,5601012115505,750.0,Planalto,"Vinho doc douro branco, garrafa de 0.75 l",,3.99,5.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D4AD0E54C5A44C41C52E5EE1F77D08EB.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,3,,,
50033,5601050037593,300.0,Yopro,"Iogurte liquido pêssego maragujá, 300g",,1.99,6.63,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FBD4E9C7CBF6F8731249673D25B3B2EC.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,3,,,
50386,8445290290014,30.0,Maggi,"Molho suculento frango no forno com alho e cebola em saqueta, 30g",,0.89,29.67,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0DEECC66FD9482A59A0436C06913C5D2.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,3,,,
50405,8445290489173,900.0,Cerelac,"Papa Infantil 12 meses, 900g",,6.29,6.99,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/79C2E535CBAB06EFF8E7EE2B8A2191BC.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,3,,,
50477,8410063087016,400.0,Pescanova,"Filetes de pescada com alho e salsa, 400g",,4.99,12.48,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1D8DBC2ECA1AA6FEC5E899EA860B48E6.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,3,,,
50585,5011546475165,140.0,Nescafé,"Cappucino, 10x14g",,2.99,21.36,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C1B273BE6C035C1849789CACAEFB1B0C.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,3,,,
5126,5601068014494,750.0,Cif,"Desinfetante em gel com lixívia, de 750 ml",,1.49,1.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/77935B9909F887F8D557F56915EB5FD9.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,3,,,
51837,8711327587205,2000.0,Lipton,Ice tea lipton pessego 2l,,2.39,1.2,2000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/337078DD8DFA2309401BA5C925E0DABA.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,3,,,
52049,3073781193091,250.0,A Vaca Que Ri,"Queijo fundido, 250g",,2.95,11.8,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/95197B9CF404BE8AF1D5A1B4E7B898B7.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,3,,,
52221,8720181370427,,Surf,"Detergente máquina de roupa coco, 45 cápsulas",,8.99,8.99,45,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/68E9EA6E3CFD21F29C2BD3393A86D585.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,3,,,
52284,5604260330218,750.0,PorSi,"Sumo fresco de laranja, garrafa de 0.75 litros",,1.79,2.39,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CACD094C3EDA8EF40AB39B141504422E.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,3,,,
52339,8720181392924,1368.0,Comfort,"Amaciador Roupa Concentrado Creations Lírios e Morango, 76 doses",,3.99,2.92,1368,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CE8FB9A40EB58A232C2FDE5C1B9A52E7.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,3,,,
52378,8720181407130,1300.0,Cif,"Lava tudo vinagre, embalagem de 1,3l",,1.99,1.53,1300,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/171393A645468062F81960E4867EA09F.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/ACC8FB9EC20CE1255E2C2456FAF7B5E2.jpg,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,3,,,
52528,5604260330942,750.0,Selecção de Enófilos,Vinho Tinto do Douro Touriga-Nacional,Garrafa de 0.75 litros,3.99,5.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DDFACC85C00AF8454AB79CCB2C000008.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,3,,,
52574,5604260329441,320.0,PorSi,"Chouriço Extra Longo Ribatejo, 320 g",,5.49,17.16,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/270306BE07AA2F2FDD6D65638436A56D.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,3,,,
52636,8719200269026,400.0,Planta,"Creme vegetal para barrar, 400g",,2.54,6.35,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F65911004A3F054AD79E8D4223582388.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,3,,,
5272,5601164902312,4800.0,Super Bock,"Cerveja com álcool, pack 24 x 0.20 l",,9.99,2.08,4800,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A98E5FF8E5DDF166F2B333F0EE0114E7.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C2C2858ADC421F33AF17C6115D108100.jpg,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,3,,,
52857,5000299628713,700.0,BallantineS,"Whiskey 10 anos, garrafa de 700 ml",,21.19,30.27,700,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/84FA40945AEADF7B85757ECC99D3C4BC.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A84BA43EC29C56E09F1E5A7D7C7796C0.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A84BA43EC29C56E09F1E5A7D7C7796C0.jpg,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,3,,,
52880,8719200267794,450.0,Becel,"Creme vegetal de barrar com sabor a manteiga, 450g",,3.56,7.91,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E2EFE8BE5E96AF9FCA9D840059BF696C.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/287D301C66C180312FAA8A3BAE7EA710.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/287D301C66C180312FAA8A3BAE7EA710.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/287D301C66C180312FAA8A3BAE7EA710.jpg,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,3,,,
52892,8720182632296,3780.0,Surf,"Detergente roupa máquina líquido coco, 84 cápsulas",,9.99,2.64,3780,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2B1C4CC08FD9DDDB8337DBBBEC27ED21.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/10B97661DB4C68339D42D3336A959B4F.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/10B97661DB4C68339D42D3336A959B4F.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/10B97661DB4C68339D42D3336A959B4F.jpg,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,3,,,
52897,8720181392917,1332.0,Comfort,"Amaciador concentrado essência pure, 74 doses",,3.49,2.62,1332,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F5C0D70B94DAAFB0949EA4EE48242D35.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6C81AB307354BD851AD24288672BBAB9.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6C81AB307354BD851AD24288672BBAB9.jpg,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,3,,,
52941,8720181386510,2700.0,Skip,"Detergente líquido máquina de roupa sabão natural, 60 doses",,7.99,2.96,2700,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E86C320C5CE9CDD2DA45593DF7CE710E.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F78D7BA1CEEC1BA7836B80E309E4D243.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F78D7BA1CEEC1BA7836B80E309E4D243.jpg,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,3,,,
5296,5601174204000,750.0,Periquita,"Vinho tinto península de setúbal, garrafa de 0.75 l",,3.59,4.79,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A59713B08AFE22BB2A0344F8EAFAD9A7.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,3,,,
53208,8719200268647,1000.0,Vaqueiro,"Creme vegetal culinária clássico, 1 kg",,2.99,2.99,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0735A691FAA77E120C1E24086E19EA16.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DD9C237337ADB2608A1427FA94442244.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DD9C237337ADB2608A1427FA94442244.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DD9C237337ADB2608A1427FA94442244.jpg,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,3,,,
53209,8719200268616,250.0,Vaqueiro,"Creme vegetal culinária clássico, 250g",,1.43,5.72,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1DED1E9DAECA76ADDCCDF45A9F1F2B22.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FFB50D9A6B4B2420D7BA125832D59133.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FFB50D9A6B4B2420D7BA125832D59133.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FFB50D9A6B4B2420D7BA125832D59133.jpg,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,3,,,
53239,8720181384271,2340.0,Skip,"Detergente líquido máquina de roupa active clean, 52 doses",,10.99,4.7,2340,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2E63F55486FCE3AA1156DA1802792B83.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E0785C7CA2091A08EA4BD781B8287B51.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E0785C7CA2091A08EA4BD781B8287B51.jpg,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,3,,,
53672,5054563155535,75.0,Parodontax,"Pasta de Dentes Gengivas, Sensibilidade, Hálito e Branqueadora",Embalagem de 75ml,5.19,69.2,75,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/87A987E57450CCF1EBBCAD737517FAB5.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/45919E21211034CFC9DCF75D551CD73E.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/45919E21211034CFC9DCF75D551CD73E.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/45919E21211034CFC9DCF75D551CD73E.jpg,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,3,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/45919E21211034CFC9DCF75D551CD73E.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/45919E21211034CFC9DCF75D551CD73E.jpg,
54537,8700216323154,,Fairy,"Detergente Máquina Loiça Pastilhas Original Tudo em 1 Limão, 41D",,9.98,9.98,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2B102A42507542D79E488629773354F9.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,3,,,
54603,8720181292873,760.0,Comfort,"Intensificador perfume tropical, 760ml",,3.49,4.59,760,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/72CE6505D84B04718FCBDF6333474C14.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,3,,,
54828,5601164906273,7000.0,Super Bock,"Cerveja, 35 x 20 cl",,13.99,2.0,7000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3EEAE55F901F69F71712A095227D1F3E.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,3,,,
54842,8720181536984,,Skip,"Detergente Máquina Roupa Líquido Ciclos Curtos Cuidado Express, 54D",,9.99,9.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8D3D6F071A231FE643F904F474F5FD89.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,3,,,
55111,8410500020064,460.0,Danone,"Iogurte Bifidus Pedaços Magro Cereais, 4 x 115g",,2.39,5.2,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E8E92D4B854909CA3266722E91AB12DB.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,3,,,
5844,5604260129010,500.0,PorSi,"Detergente manual de loiça, ultra limão",Embalagem de 500 ml,0.99,1.98,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/11A18090A3116B615638013F259093D1.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,3,,,
5952,5604260266975,750.0,PorSi,Creme abrasivo de limão,Embalagem de 750 ml,1.19,1.59,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7CC9BEECF39A3B46832B54494A33E2E3.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,3,,,
5967,5604260273287,600.0,PorSi,Néctar de pêssego,Pack 3 x 200 ml,0.8,1.33,600,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/948F08C7785472DC9A11866953858716.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,3,,,
6059,5608527000524,750.0,Dom Campos,Vinho branco reg. p.set. 0.75l,Garrafa 0.75L,1.99,2.65,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6CFEBAE3F7C01E0EE0EAB2B82395D3EA.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,3,,,
6060,5608527000555,5000.0,Dom Campos,"Vinho tinto regional, península de setúbal, bag-in-box",Garrafa de 5 l,7.99,1.6,5000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/78079834B0E3726D7B386E02341FE7CB.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,3,,,
6460,8410436216777,53.0,Sonasol,Bloco Sanitário Poder Activo Floral,Embalagem de 50 g,1.98,37.36,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/428A90D17C72E1CEA455915A18AE3510.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,3,,,
8287,5601012002706,750.0,Papa Figos,"Vinho doc douro tinto, garrafa de 0.75 l",,5.99,7.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3EEE98E8E32B16373BCCF60DD0ED2404.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,3,,,
8907,5601356013062,750.0,Porta da Ravessa,"Vinho doc alentejo tinto, garrafa de 750 ml",,1.99,2.65,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/30CD7B81F8725B208C8117FAC2D69297.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,3,,,
8914,5601356013918,750.0,Porta da Ravessa,"Vinho regional alentejano reserva tinto, garrafa de 0.75 l",,2.99,3.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B4084C52F9169DB1ECB66546E6C2B59D.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,3,,,
8915,5601356013925,750.0,Porta da Ravessa,"Vinho doc alentejo reseva branco, garrafa de 0.75 l",,2.99,3.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8478972294EEC86F064EE4AEEBCCC25F.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,3,,,
9184,5602348062754,70.0,Damatta,Presunto sabor português fatiado,Embalagem de 70 g,2.29,32.71,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9AE2DBDD0E054DD3DCAC93A9D0EE8ECE.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,3,,,
944,5601001339301,200.0,Nestlé,"Mistura solúvel mokambo, embalagem de 200g",,4.19,20.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7654D4A8AEB526591EE0FD0D1A7BE478.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,3,,,
9811,5608527000548,750.0,Dom Campos,Vinho rosé regional península de setúbal,Garrafa de 750 ml,1.99,2.65,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A94F82FF9410C1DE16EF1A9C24C0E7D0.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,3,,,
989,5601029004014,120.0,Bom Petisco,"Atum posta em óleo, embalagem de 120g",,1.18,9.83,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0EDE399096BE62933DCF2A734D746C1A.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,3,,,
994,5601038001400,240.0,Knorr,"Caldo de carne 24 cubos, embalagem de 240g",,2.49,10.38,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/111ACC6539DBD1BD4431EF700197763E.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,3,,,
15156,2892099000000,500.0,Fruta,Papaia Avião,1 un = 500 g (aprox.),2.0,3.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/103067E524772C956478A94460D63E34.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,3,,,
34876,5604260285488,1500.0,PorSi,Maçã starking categoria II Programa Origens,Embalagem de 1.5 kg,1.89,1.26,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA6B73374DD1E7B1436CB2F99D3B721B.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,3,,,
14196,5604260272105,540.0,PorSi,Salsichas frasco hot dog,Embalagem 540G,3.49,6.46,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7586CC34D5F9746AF703E2FDCAFEE2C7.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,3,,,
35138,5603722517655,960.0,Mimosa,"Iogurte sólido aroma morango, ananás e banana, 8 x 120 g",,1.89,1.97,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7070B93AC2DB23DCF61734D801E40E6D.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,3,,,
10910,3250390010586,250.0,Páturages,Queijo camembert 45% mg,Embalagem de 250 g,1.89,7.56,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7C9F5B55F7320E544E58C79F8FBB96B2.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,3,,,
15010,2892545000000,1000.0,Programa Origens,Couve Flor,1 un = 1 kg (aprox.),1.99,1.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/93AF9BD404AC9C131A6A0C88150C31D1.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,3,,,
35749,5603722509667,800.0,Mimosa,"Leite bem essencial chocolate , embalagem de 4 x 200 ml",,1.69,2.11,800,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/66BA85F80F98E7331B63BC3D4684C6AC.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,3,,,
7105,2894508000000,100.0,Primor,Bacon Extra,"Vendido ao peso, fatiado a partir de 100 gr",1.2,11.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BE4896B3454C5EEBE0D9BE9663BD4C36.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,3,,,
15039,2892256000000,4000.0,Fruta,Melão Verde,Vendido ao peso | 1 un = 4kg (aprox.),6.76,1.69,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/25FE547830213D1C98E9F3B3D9687685.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,3,,,
16343,5601151978856,6000.0,Serra da estrela,"Água sem gás, garrafão de 6l",,1.79,0.3,6000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8D402342781DACEBEA13B36CE32D8EBF.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,3,,,
20221,8410500020071,460.0,Danone,"Iogurte activia aveia nozes, embalagem de 4 x 120g",,2.39,5.2,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/95DB5CF2D3415DECF98AD16FB13B5950.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,3,,,
1189,5601119007987,250.0,Nobre,"Salsichas de porco, lata de 250g",,1.67,6.68,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0B023C2ECBDBE7AB09A89A8810925D65.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,3,,,
11613,5601164864467,1320.0,Somersby,"Sidra maçã, pack 4 x 0.33 l",,3.89,2.95,1320,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F0118862B10C3F3FD894ACFE7A34A6C9.jpg,,,,2025-03-05T23:59:59.999999999Z,PROSPECTUS,12,3,,,
